daymetVersion,date,Num_Requests,Min_Time,Mean_Time,Stddev_Time,Max_Time,Min_Size,Mean_Size,Stddev_Size,Max_Size
"V3-python","2020-01-01",339,0.029,0.7685929191213617,0.6495552860955985,3.418,26280,518157.8761,211413.1934725223,1024920
"V3-python","2020-01-02",1328,0.03,1.4480474410853517,1.1586010412649563,13.298,26280,981522.3795,174544.77580783595,1024920
"V3-python","2020-01-03",90053,0.03,0.509288041441457,0.388967846774439,6.982,26280,80542.2336,34707.15301071459,998640
"V3-python","2020-01-04",259,0.036,0.5836486498677823,0.42979330550988987,2.9,26280,645026.8726,264349.0967080722,998640
"V3-python","2020-01-05",140,0.03,0.42905714376164333,0.7014432980338673,4.203,26280,751608.0000,393583.81555575755,1024920
"V3-python","2020-01-06",473,0.029,0.4680507405332229,0.716076668811525,6.12,26280,778989.3108,331191.90125048277,1024920
"V3-python","2020-01-07",6378,0.03,0.41509062427660587,0.34874076761080974,3.416,26280,55494.1261,157750.41388152473,1024920
"V3-python","2020-01-08",30128,0.03,0.25011225438394113,0.2335022275450809,3.394,26280,31543.9318,67608.77199548732,1024920
"V3-python","2020-01-09",8951,0.03,0.30706848441757895,0.40160792683274327,4.847,26280,274976.7597,415228.8067140988,1024920
"V3-python","2020-01-10",253,0.034,0.25717786636218254,0.38923883112681135,3.71,26280,519307.8261,380432.56672160537,1024920
"V3-python","2020-01-11",168382,0.032,0.04478229872143512,0.07708692626698979,4.82,26280,33330.0046,83499.81959039667,1024920
"V3-python","2020-01-12",322088,0.028,0.03860772571614069,0.04258409596524127,3.914,26280,26309.5365,4959.205384037896,1024920
"V3-python","2020-01-13",2178,0.035,2.2209269966505967,2.1071903001987193,22.49,26280,922707.9339,294645.038911629,1024920
"V3-python","2020-01-14",1025,0.056,1.2066643904004155,0.9885833009978253,6.884,2232,311875.2702,272395.77544550877,1024920
"V3-python","2020-01-15",206,0.05,1.2502864099930502,1.2627221543317113,7.058,26280,681228.6990,402154.260776624,1024920
"V3-python","2020-01-16",236,0.049,1.0145084725661297,1.3920682749397582,7.166,72,162590.0339,261487.45746463802,1024920
"V3-python","2020-01-17",211,0.111,1.7837725143297023,1.6104323997815262,9.831,1120,303238.5972,220817.1533583673,1024920
"V3-python","2020-01-18",69,0.106,2.992202910284201,2.487808195754896,8.958,26280,318914.7826,286823.75241024216,1024920
"V3-python","2020-01-19",81,0.051,1.1184074028774544,1.0530495415706405,5.323,26280,457466.6667,365450.0514282204,788400
"V3-python","2020-01-20",381,0.018,0.6331732294221563,0.8627097433397108,5.652,24,243555.7165,329968.42301003705,1024920
"V3-python","2020-01-21",217,0.052,1.0037926258819718,1.0874161755529754,4.993,26280,526831.6313,348699.34383835876,1024920
"V3-python","2020-01-22",266,0.047,1.644109019813569,2.2143338699751642,19.21,26280,454673.7744,393655.5531997887,1024920
"V3-python","2020-01-23",761,0.052,0.4932772667537616,0.37803575417095614,2.619,26280,912219.4376,284658.7758075009,1024920
"V3-python","2020-01-24",148,0.053,1.7365067614796195,1.8518014061944983,12.457,26280,352686.1622,388584.5232645409,1024920
"V3-python","2020-01-25",36,0.054,0.8549722212677201,1.1037266434530273,4.732,26280,113150.0000,199164.28269145047,788400
"V3-python","2020-01-26",66,0.037,1.0141060571891791,1.2889657537673558,5.544,1120,167177.5758,295314.6785649864,1024920
"V3-python","2020-01-27",666,0.039,1.2290825804600396,1.40320054271783,7.511,1120,764584.8048,411363.13767908025,1024920
"V3-python","2020-01-28",7081,0.054,1.6072582967133235,0.9178044780613609,7.906,72,1012781.7562,101571.11873164326,1024920
"V3-python","2020-01-29",6050,0.053,1.1636388422308628,0.5549983492036192,5.58,26280,908687.2569,201299.70370057048,1024920
"V3-python","2020-01-30",2194,0.052,0.7389047396765749,0.5648571484379719,4.945,26280,434455.8286,258314.32898978665,1024920
"V3-python","2020-01-31",11535,0.057,1.4635375815423914,1.047319501301921,8.682,2232,475130.5266,297923.3601615737,1024920
"V3-python","2020-02-01",4707,0.15,3.3404259605438864,1.3078288753796117,20.902,26280,962349.3690,189231.16965047887,1024920
"V3-python","2020-02-02",2937,0.248,1.4686445352127653,1.0673980023512277,8.29,26280,753351.0521,137512.418358768,1024920
"V3-python","2020-02-03",35762,0.02,0.7181383030984202,0.5328614789093948,10.364,24,648234.3493,242687.1103006676,1051200
"V3-python","2020-02-04",17423,0.039,0.6685270615856844,0.666498374396154,7.225,96,813418.5663,124077.51746390025,1024920
"V3-python","2020-02-05",942,0.022,1.1211719743852087,0.9421439068401332,7.547,288,917696.7558,273336.3897020059,1024920
"V3-python","2020-02-06",9429,0.018,0.7062648212038766,0.5373333595790744,6.604,216,231094.2378,340071.30537052156,1024920
"V3-python","2020-02-07",2432,0.047,6.733923518794319,6.187899564938165,32.563,240,903583.1842,281217.4038054389,1024920
"V3-python","2020-02-08",31,0.18,2.2077419229092135,2.1170941404899515,6.832,26280,195545.8065,264353.24959745957,683280
"V3-python","2020-02-09",281,0.057,2.0134270459652157,1.9482306290091647,8.235,216,340807.0036,304012.7811984987,788400
"V3-python","2020-02-10",528,0.018,2.00548105976883,1.9505824022938953,8.591,72,337269.9697,326595.33852265304,1024920
"V3-python","2020-02-11",1339,0.069,1.7459029132546195,1.3480132234933797,11.036,240,267561.2188,259245.8168963364,1024920
"V3-python","2020-02-12",221757,0.047,0.14848179773452824,0.20978834088381304,10.68,26280,28343.3050,36475.671706565765,1024920
"V3-python","2020-02-13",548352,0.033,0.1447175593004735,0.22034094395941212,21.987,48,27271.2058,23980.201533451273,1024920
"V3-python","2020-02-14",250446,0.048,0.6258427166269002,0.6482493946518051,59.177,144,28863.5976,44116.740091974374,1024920
"V3-python","2020-02-15",178717,0.05,0.7814455368068542,0.9305928085134514,136.496,14600,26409.8765,6539.106234187574,499320
"V3-python","2020-02-16",75,0.56,2.6222933030128477,5.438359271260935,46.795,26280,229161.6000,181442.9260716438,499320
"V3-python","2020-02-17",772,0.045,17.603713708958672,87.28395491551227,925.901,144,795925.3679,249307.0172267557,1024920
"V3-python","2020-02-18",7673,0.055,2.778517657862999,2.7349609353831457,43.902,8568,324288.7413,400617.87625316426,1024920
"V3-python","2020-02-19",2778,0.018,0.2476130309866713,0.6988119621767034,14.509,72,63988.2736,166845.49484765087,1024920
"V3-python","2020-02-20",873,0.053,1.6880664399143346,1.5028088469954852,7.871,2232,593940.1787,374559.10914007033,1024920
"V3-python","2020-02-21",6014,0.056,1.9118915872321915,1.7109930164598142,18.137,2232,514102.5407,486716.7430994798,1024920
"V3-python","2020-02-22",1021,0.051,1.24585308539558,1.3983497537500442,17.934,26280,222246.8874,380953.50482054404,1024920
"V3-python","2020-02-23",439,0.134,1.5948450990309748,0.9519691988420083,6.672,1512,79775.8360,126968.94546201521,1024920
"V3-python","2020-02-24",10468,0.053,2.2762971898429822,1.9848748895163502,20.203,8760,294062.3217,328072.4251731896,1024920
"V3-python","2020-02-25",92298,0.046,2.1906139355106187,1.6019426650494484,23.966,26280,163014.5826,149628.38373264123,1024920
"V3-python","2020-02-26",6510,0.048,0.8736089094729376,0.8746752557534835,10.778,26280,799615.2111,343260.40470601263,1024920
"V3-python","2020-02-27",5476,0.053,0.60682158540918,0.5470459707155281,5.79,720,673115.2462,408605.67980601254,1024920
"V3-python","2020-02-28",4652,0.053,1.1408845670104846,0.7909838997075721,8.336,992,959277.1849,210211.11689159294,1024920
"V3-python","2020-02-29",184,0.055,1.7137989201178045,1.1831476322514034,4.977,26280,69984.7826,96346.96788485313,499320
"V3-python","2020-03-01",194,0.113,1.250324744884808,0.8570841951003995,5.26,14600,698088.8247,427006.31326844986,1024920
"V3-python","2020-03-02",416,0.076,1.9528870172798634,1.7159742616020557,11.129,13176,596946.6346,307708.8345697756,1024920
"V3-python","2020-03-03",1100,0.05,1.7288909119130536,1.6397365405387256,9.198,6984,550065.3673,388875.3730681609,1024920
"V3-python","2020-03-04",3235,0.05,0.9765199378409194,0.8126160557218973,8.495,26280,445217.0782,380509.0202012536,1024920
"V3-python","2020-03-05",24506,0.052,1.2249802906232787,1.0077820820527272,10.223,24,788832.6660,244445.4469959301,1024920
"V3-python","2020-03-06",6286,0.057,2.6871139048443142,3.293196278291155,26.334,26280,460317.4992,448042.25765090977,1024920
"V3-python","2020-03-07",22036,0.054,0.9602336631776766,1.0895768444899019,30.962,216,26575.3854,13563.393749921292,1024920
"V3-python","2020-03-08",11284,0.056,1.1677055122048186,1.1795892235413141,22.789,26280,148607.9745,326947.6545475168,1024920
"V3-python","2020-03-09",11680,0.046,1.061268493689737,1.5953195151522332,59.998,26280,153131.9507,323185.1202900017,1024920
"V3-python","2020-03-10",4507,0.045,0.560230974098062,0.7828116981639537,7.603,14208,287466.3696,392420.6936258246,1051200
"V3-python","2020-03-11",6167,0.041,0.5811073454605841,0.4662403060107592,8.523,23360,965629.1915,132701.92796045975,1051200
"V3-python","2020-03-12",12653,0.046,0.3935506995706999,0.47469292148981973,5.187,1344,52685.8042,126794.3228653354,998640
"V3-python","2020-03-13",600,0.06,2.5290449965186417,2.849765078328267,33.524,26280,357398.0000,336168.2596127122,1051200
"V3-python","2020-03-14",859,0.382,18.761315504628925,9.228622141756308,50.448,4896,789789.4575,137478.20407310224,1024920
"V3-python","2020-03-15",269,0.346,10.229765810598671,8.54185062211262,29.314,4392,608304.9814,331062.1408983017,1051200
"V3-python","2020-03-16",781,0.099,7.206218949706316,6.486906743110496,21.508,26280,723288.8604,243704.99342039682,1051200
"V3-python","2020-03-17",4909,0.057,3.099954574229452,2.341716901306976,40.107,26280,790017.0006,114158.14809411574,1051200
"V3-python","2020-03-18",41523,0.058,11.351965394131067,5.1422521520463516,41.156,8760,248409.4906,227206.09925833033,1051200
"V3-python","2020-03-19",22237,0.048,0.7887156541990029,0.8204105406902928,12.588,26280,333432.2061,367600.23476703546,1051200
"V3-python","2020-03-20",24510,0.059,2.608225622909354,1.3446645941518858,11.377,23360,895041.4737,234300.4324247683,1051200
"V3-python","2020-03-21",98333,0.276,5.001822491732864,3.6303599396326254,284.696,26280,1021865.4821,34137.85137229452,1051200
"V3-python","2020-03-22",80919,0.412,6.058356517365792,2.2964221331401906,25.539,26280,1024378.6097,21937.558217121124,1024920
"V3-python","2020-03-23",130691,0.051,3.602119656820885,3.847406600159184,72.689,26280,942965.5129,270770.9477990463,1051200
"V3-python","2020-03-24",143174,0.045,2.510367036066861,1.6370206725565388,38.791,26280,1015821.7371,50387.95383681904,1051200
"V3-python","2020-03-25",241288,0.051,2.1379943884468395,1.395340545456913,54.041,960,1022435.4893,27563.214437977065,1051200
"V3-python","2020-03-26",221463,0.053,2.171055946187478,1.5313220299778467,33.701,26280,1023309.2356,31884.791603911628,1051200
"V3-python","2020-03-27",110460,0.211,4.192815607944013,1.7869637738867288,17.159,26280,1023293.4601,36400.047768287084,1051200
"V3-python","2020-03-28",82376,0.069,6.061445262143709,2.204488786335983,25.344,26280,1023996.1037,26724.500996806884,1024920
"V3-python","2020-03-29",101984,0.052,4.822421134698956,2.3173637532191744,34.304,14600,973576.8295,215632.2697766003,1024920
"V3-python","2020-03-30",80566,0.054,4.792812066743395,4.327297477838019,47.308,26280,993857.1526,144481.2158133209,1051200
"V3-python","2020-03-31",66043,0.052,8.928956043240808,3.55249265226173,31.074,26280,84800.4825,67001.25130674805,1051200
"V3-python","2020-04-01",11174,0.045,0.6924965990330882,0.8801349944177496,19.578,216,218972.5806,327403.27805146284,1051200
"V3-python","2020-04-02",119146,0.042,0.9737734798729508,3.1777530277088073,98.462,26280,84790.8710,157801.42552976013,1051200
"V3-python","2020-04-03",24801,0.045,1.6099043584213069,2.78374167675609,87.565,26280,221041.9161,249696.67693424207,1051200
"V3-python","2020-04-04",30,0.062,4.303800018131733,5.22416026528289,16.804,26280,289566.6667,359767.29235561274,1051200
"V3-python","2020-04-05",2412,0.055,1.2799552246576074,1.432095602368928,19.153,2208,48056.2222,119833.8658349369,1051200
"V3-python","2020-04-06",947,0.689,4.98126715849672,2.1877605078954927,18.211,26280,319766.3358,220180.56207944214,1051200
"V3-python","2020-04-07",3013,0.049,4.595945568959894,1.7985775788932266,16.692,744,317812.8882,230654.34194667588,1051200
"V3-python","2020-04-08",20274,0.042,0.9909919601371476,1.4638253435132969,16.332,26280,119778.3309,261777.5480337617,1051200
"V3-python","2020-04-09",15743,0.022,0.5991904335780935,0.8649287734489215,13.829,72,97555.9327,197380.77281675252,1051200
"V3-python","2020-04-10",11684,0.046,1.415169976142805,1.3153668107195986,46.445,26280,42562.9202,110547.69697511273,1051200
"V3-python","2020-04-11",17665,0.05,1.4819979620117356,0.8965168218332324,9.662,26280,26426.2829,7580.176967337295,584000
"V3-python","2020-04-12",950,0.21,1.9162473685019894,1.4051850639808352,14.382,4320,70078.4000,201759.09266660185,1051200
"V3-python","2020-04-13",37118,0.046,1.749339943372319,2.5249977450851864,41.601,26280,43166.5665,114353.60898766924,1051200
"V3-python","2020-04-14",30780,0.05,0.43231582205568314,0.6434589656368933,12.196,26280,62651.0342,98149.3984951639,1051200
"V3-python","2020-04-15",7078,0.08,4.3560090390941655,3.2388988530345966,27.793,15408,303639.6847,215610.70983218285,1051200
"V3-python","2020-04-16",12653,0.049,4.184647988375798,2.339906264319857,21.309,26280,269703.4126,132673.35324046155,1051200
"V3-python","2020-04-17",2450,0.205,4.113793059703038,3.005057440733298,23.431,26280,611819.8531,471002.57673438214,1051200
"V3-python","2020-04-18",2733,0.214,7.062187703955405,3.7014825123300756,41.822,26280,423277.1899,473042.11556585424,1051200
"V3-python","2020-04-19",6454,0.218,4.583699408379508,1.653384704762286,14.789,26280,293495.4831,107811.29193541234,788400
"V3-python","2020-04-20",40664,0.064,4.727955660874,2.541903282955084,37.436,26280,248689.7305,102904.89437071292,1051200
"V3-python","2020-04-21",27659,0.055,3.2916952517020857,2.129998119617822,14.815,744,198551.9424,127686.88421549124,1051200
"V3-python","2020-04-22",15349,0.054,1.0041316044597866,0.8377346175471314,15.511,744,58821.7312,69396.98153419486,1051200
"V3-python","2020-04-23",21055,0.036,0.6604425080074562,0.6641960398916945,11.681,8760,64818.4526,101751.8667527516,1051200
"V3-python","2020-04-24",38257,0.059,1.1042384921907125,1.0717366874412528,18.868,26280,109997.3029,202183.62950329494,1051200
"V3-python","2020-04-25",13867,0.056,0.9575295301397782,0.5205580003239196,9.203,26280,54394.6146,28436.55089581751,525600
"V3-python","2020-04-26",13225,0.022,0.21545557671098042,0.4152544725464435,14.101,832,51958.6680,173601.66461197814,1051200
"V3-python","2020-04-27",11535,0.017,0.5765783266226128,0.9068992905310717,19.642,120,67959.2128,119346.08290712255,1051200
"V3-python","2020-04-28",21532,0.02,0.5034013097185711,0.5012121041946898,9.101,8760,63548.4432,89556.18438887573,1051200
"V3-python","2020-04-29",15482,0.028,0.646882702205116,0.7957632473348438,11.705,8760,128553.1497,246345.2201479994,1051200
"V3-python","2020-04-30",8229,0.017,1.1209072783086411,1.3062562022333672,15.45,120,353558.7459,396413.9995669584,1051200
"V3-python","2020-05-01",15598,0.017,0.9572549043938562,0.8624212625687994,10.941,120,147522.3439,93368.78474773903,1051200
"V3-python","2020-05-02",8534,0.055,1.3058080611279475,0.9069998926282281,12.278,120,88103.0270,80029.43125997245,814680
"V3-python","2020-05-03",1893,0.017,4.010751186260473,2.9938067394573036,16.581,120,925675.8838,327357.7068620518,1051200
"V3-python","2020-05-04",9118,0.04,0.9917240623772033,1.0992079182057108,13.907,120,128411.4034,194082.2385306887,1051200
"V3-python","2020-05-05",24906,0.055,0.9268257447938636,1.1299727526183736,18.644,26280,121331.3602,246802.2577397128,1051200
"V3-python","2020-05-06",29886,0.017,0.893713511385917,1.093842172693037,21.909,120,67620.8981,101420.06559342482,1051200
"V3-python","2020-05-07",32059,0.03,0.6965669544288827,0.9858293153764099,26.509,120,67793.8321,109817.26004362859,1051200
"V3-python","2020-05-08",29463,0.057,1.241907375683465,1.6115449213149249,13.786,26280,123782.9818,252600.59525089932,1051200
"V3-python","2020-05-09",1754,0.022,3.9486636282916487,2.1994434872151682,12.474,120,971503.2794,249757.1911324526,1051200
"V3-python","2020-05-10",37,0.178,2.346702736777228,2.8309272753934134,13.022,26280,133057.2973,256690.40475911467,1051200
"V3-python","2020-05-11",2481,0.071,4.34956227142044,4.660395931328949,34.979,26280,725635.8888,444244.31386728195,1051200
"V3-python","2020-05-12",421,0.039,3.2940973928308828,3.8296659790324203,29.616,1120,366809.8812,324396.74195673957,1051200
"V3-python","2020-05-13",2830,0.015,2.4398438137442584,2.7072467620472476,15.413,120,402535.7173,399835.1795047615,1051200
"V3-python","2020-05-14",82716,0.053,3.9380243243872535,2.6231396022760944,295.853,96,1049714.2045,32249.733425576826,1051200
"V3-python","2020-05-15",46529,0.377,9.658995316843914,4.932051426383362,67.185,26280,974746.5037,262545.9808474765,1051200
"V3-python","2020-05-16",62735,0.125,8.04493683026071,2.9738262560854967,77.354,26280,1040392.9704,103124.21198001149,1051200
"V3-python","2020-05-17",111624,0.088,5.356370421631827,2.8149727294317333,37.137,26280,685041.0406,481216.2305291276,1051200
"V3-python","2020-05-18",60293,0.174,7.539641781969916,4.741982567636641,63.299,120,1002442.7032,213794.54595015902,1051200
"V3-python","2020-05-19",45942,0.232,8.408037394381857,2.3786080750276324,21.452,1120,1025338.0865,159481.0553523426,1051200
"V3-python","2020-05-20",12418,0.071,6.352046868586419,3.4175586305317256,16.676,120,913311.8982,339502.08800823404,1051200
"V3-python","2020-05-21",1691,0.058,2.46674098148237,2.537540880973563,24.38,26280,898867.6523,264222.59439410176,1051200
"V3-python","2020-05-22",3977,0.017,3.4064108606915933,1.8655180202988524,11.416,120,946733.6445,304357.20435552264,1051200
"V3-python","2020-05-23",639,0.05,2.544212832038345,1.4014964796715472,8.494,120,796446.9108,402890.03153338673,1051200
"V3-python","2020-05-24",57,0.063,0.8318771851951616,0.7910472348113275,4.061,120,114969.6842,144789.04906723785,762120
"V3-python","2020-05-25",578,0.048,1.8416159190237522,1.6692418743189927,8.331,26280,919436.2630,309732.2746900147,1051200
"V3-python","2020-05-26",2600,0.048,3.5416823048316517,2.741770015117886,29.087,3096,462792.1262,224927.96795628616,1051200
"V3-python","2020-05-27",138,0.052,1.0059347796267357,1.1951302876278633,7.35,4392,315222.9565,341690.6240063776,1051200
"V3-python","2020-05-28",1836,0.047,1.0637451000998612,1.3642159876411044,15.927,26280,304826.6885,350981.3432722592,1051200
"V3-python","2020-05-29",662,0.05,3.3457870165454477,2.7291261476569617,20.739,26280,627028.0967,393837.17305437144,1051200
"V3-python","2020-05-30",1996,0.056,4.477398798078717,1.9622448106338286,27.003,26280,147792.0842,83558.15186414075,525600
"V3-python","2020-05-31",34,0.152,1.1784705830847515,1.0682868732231487,5.673,26280,56682.3529,102163.47543085409,455520
"V3-python","2020-06-01",70950,0.051,1.0774848764852856,1.0049285158340262,22.647,26280,54242.4879,89349.51689727424,1051200
"V3-python","2020-06-02",125920,0.053,2.353541907370404,1.8962988272780976,44.111,744,42652.4243,66198.49970351701,1051200
"V3-python","2020-06-03",196133,0.055,2.7363411002400135,1.5041094797508217,47.549,26280,29041.6480,39932.13086762287,998640
"V3-python","2020-06-04",220127,0.016,0.7262622805049177,1.2908610936554572,23.932,120,27061.8510,17668.689131184343,1051200
"V3-python","2020-06-05",136159,0.034,2.563718300116642,1.6706993956922456,29.81,120,28612.6060,47062.65383818344,1051200
"V3-python","2020-06-06",138406,0.061,3.921757546540087,1.467362584865543,28.112,120,26320.8659,4773.5356939058,814680
"V3-python","2020-06-07",214194,0.021,1.6379564974285938,0.9248200531152665,19.26,120,28050.6352,42363.433576474825,1051200
"V3-python","2020-06-08",268020,0.025,1.6005435900323668,1.0757291875389354,26.249,120,28815.3839,26703.159996477145,1051200
"V3-python","2020-06-09",435243,0.052,1.4114135231719327,1.6772974020916869,70.235,72,39595.5893,52566.008705245215,1051200
"V3-python","2020-06-10",401335,0.047,1.4099089464326504,1.5618532681615247,72.102,26280,34110.7890,60389.38430506462,1051200
"V3-python","2020-06-11",382591,0.049,1.1194244298275455,1.0520193322136169,112.978,26280,27703.5831,25280.345679463633,1051200
"V3-python","2020-06-12",182774,0.053,2.26905101945533,2.0601401845157326,86.7,26208,42794.0487,114087.53106141822,1051200
"V3-python","2020-06-13",161869,0.061,3.1431013598119812,2.190734393721113,75.037,120,30744.2048,65976.25685428675,1051200
"V3-python","2020-06-14",257105,0.03,2.735908819393224,1.4828433445875349,35.587,120,26294.2029,4350.639197167952,1051200
"V3-python","2020-06-15",180760,0.045,4.194489571738153,5.9883259972089835,91.587,120,34002.7082,49028.02487481459,1051200
"V3-python","2020-06-16",208560,0.044,1.0211479191897321,1.2208023374473964,34.699,120,103623.5184,253923.12853514333,1051200
"V3-python","2020-06-17",113577,0.046,1.974582530269308,3.8832666566082477,50.978,120,59374.1493,171398.11171792008,1051200
"V3-python","2020-06-18",13280,0.035,1.1026606170477413,1.2701388536409925,24.22,120,78712.2006,207210.65103831826,1051200
"V3-python","2020-06-19",1616,0.02,2.1426045764652586,3.512868961720342,24.235,24,255352.2178,433876.88169057394,1051200
"V3-python","2020-06-20",8397,0.021,0.8522990357917792,1.2729628897534344,21.298,216,96101.0361,301960.38026432064,1051200
"V3-python","2020-06-21",51555,0.021,1.1058850937808098,0.6892951816969787,18.476,120,25274.5267,12266.845879631104,814680
"V3-python","2020-06-22",9366,0.035,1.2215233837933894,1.942240128548493,63.992,24,36185.4042,110650.04527877965,1051200
"V3-python","2020-06-23",692,0.061,3.2222485579065765,2.277890237547211,15.862,1120,834634.0462,322060.7938290196,1051200
"V3-python","2020-06-24",1540,0.02,2.001317533317276,1.7484371607821625,12.344,672,468504.6597,258027.53510881047,1051200
"V3-python","2020-06-25",255,0.018,0.7809058820354003,1.137434766766362,4.894,672,264090.8235,380501.24928483716,1051200
"V3-python","2020-06-26",5431,0.017,1.5694895968780187,1.0115682095873677,8.103,672,1025845.3368,147812.1198829245,1051200
"V3-python","2020-06-27",170,0.019,0.5190176461220665,0.9123619329214608,8.068,672,81858.1176,158554.32101076952,1051200
"V3-python","2020-06-28",7996,0.022,1.9594442226650057,1.747252571532836,17.349,672,1041514.7124,98452.83048133116,1051200
"V3-python","2020-06-29",6487,0.037,1.4077750880754158,1.2061230340710947,9.986,672,664656.1283,393997.6781967326,1051200
"V3-python","2020-06-30",1480,0.017,1.825680403903479,1.7806346707604372,12.64,672,414697.8595,312510.39494263515,1024920
"V3-python","2020-07-01",4580,0.018,2.6367017476164682,2.0339859804138882,13.037,672,983715.4079,222104.599051083,1051200
"V3-python","2020-07-02",7071,0.122,4.934486069023323,2.4060439734837735,19.342,26280,1030711.6843,129456.51613527437,1051200
"V3-python","2020-07-03",1252,0.027,2.934231633494516,1.7137714321708333,10.089,672,930933.6358,324007.6429921431,1051200
"V3-python","2020-07-04",361,0.027,0.6183213276783432,0.49397613693378384,3.179,24,36333.9169,72141.72633048943,446760
"V3-python","2020-07-05",915,0.06,2.878895083595006,1.529669796414254,8.631,672,418709.2809,104724.78371263265,446760
"V3-python","2020-07-06",4595,0.108,4.702840262030427,2.7693000319276715,22.368,672,878330.8622,287787.55365303264,1051200
"V3-python","2020-07-07",16865,0.016,21.16151834804219,8.559849641548174,50.085,672,137284.2773,201970.7769005705,1051200
"V3-python","2020-07-08",5747,0.069,1.4346695656097204,2.9155870553321472,58.679,216,209585.9294,368240.03163525957,1051200
"V3-python","2020-07-09",1148,0.05,3.6836707303819702,3.0190573204622404,20.236,672,875327.1010,376453.0788348123,1051200
"V3-python","2020-07-10",1346,0.071,5.156087662122402,3.4001423936029496,26.804,672,422485.0996,327610.2109687112,1051200
"V3-python","2020-07-11",28,0.129,1.103142862873418,1.5043756914938078,6.892,23360,63837.1429,140847.08652945838,760392
"V3-python","2020-07-12",4034,0.051,2.15924764485327,1.5023018623645132,9.888,4896,52697.6301,22660.551357535638,1051200
"V3-python","2020-07-13",4817,0.014,1.4055632130255065,1.596929736651215,21.417,672,225952.2989,184630.92266246284,1051200
"V3-python","2020-07-14",1275,0.017,2.4931866650020376,2.30258219066866,12.067,672,723292.0722,464379.75671779155,1051200
"V3-python","2020-07-15",30607,0.017,1.2885805212624488,0.9486542720669835,8.609,672,230666.9930,379842.146084146,1051200
